"pobs_2","pscale","lambda_con","kappa_con","proportion","date_first","proportion_after_wavesplit","date_first_after_wavesplit","proportion_before_ft","date_first_above_10","date_first_above_5","date_first_below_10","date_first_below_5","index_i","converges","below_5","below_10","index_column"
0.1,1.9,1.02699571405522,1.00056345011899,0.532846715328467,69,0.973333333333333,7,0.0606936416184971,NA,NA,NA,NA,1,TRUE,TRUE,TRUE,1
0.1,2,1.02699571405522,1.00056345011899,0.532846715328467,69,0.973333333333333,7,0.0606936416184971,NA,NA,NA,NA,1,TRUE,TRUE,TRUE,1
0.1,2.1,1.02699571405522,1.00056345011899,0.532846715328467,69,0.973333333333333,7,0.0606936416184971,NA,NA,NA,NA,1,TRUE,TRUE,TRUE,1
0.1,2.2,1.02699571405522,1.00056345011899,0.532846715328467,69,0.973333333333333,7,0.0606936416184971,NA,NA,NA,NA,1,TRUE,TRUE,TRUE,1
0.1,2.3,1.02699571405522,1.00056345011899,0.532846715328467,69,0.973333333333333,7,0.0606936416184971,NA,NA,NA,NA,1,TRUE,TRUE,TRUE,1
0.1,2.4,1.02699571405522,1.00056345011899,0.532846715328467,69,0.973333333333333,7,0.0606936416184971,NA,NA,NA,NA,1,TRUE,TRUE,TRUE,1
0.1,2.5,1.02699571405522,1.00056345011899,0.532846715328467,69,0.973333333333333,7,0.0606936416184971,NA,NA,NA,NA,1,TRUE,TRUE,TRUE,1
0.1,2.6,1.02699571405522,1.00056345011899,0.532846715328467,69,0.973333333333333,7,0.0606936416184971,NA,NA,NA,NA,1,TRUE,TRUE,TRUE,1
0.1,2.7,1.02699571405522,1.00056345011899,0.532846715328467,69,0.973333333333333,7,0.0606936416184971,NA,NA,NA,NA,1,TRUE,TRUE,TRUE,1
0.1,2.8,1.02699571405522,1.00056345011899,0.54014598540146,68,0.986666666666667,6,0.0606936416184971,NA,NA,NA,NA,1,TRUE,TRUE,TRUE,1
0.1,1,1.02699571405522,1.00056345011899,0.0145985401459854,NA,0.0266666666666667,NA,0.0606936416184971,NA,NA,NA,NA,1,TRUE,TRUE,TRUE,1
0.1,2.9,1.02699571405522,1.00056345011899,0.54014598540146,68,0.986666666666667,6,0.0606936416184971,NA,NA,NA,NA,1,TRUE,TRUE,TRUE,1
0.1,3,1.02699571405522,1.00056345011899,0.54014598540146,68,0.986666666666667,6,0.0606936416184971,NA,NA,NA,NA,1,TRUE,TRUE,TRUE,1
0.1,1.5,1.02699571405522,1.00056345011899,0.423357664233577,69,0.773333333333333,7,0.0606936416184971,NA,NA,NA,NA,1,TRUE,TRUE,TRUE,1
0.1,1.3,1.02699571405522,1.00056345011899,0.277372262773723,69,0.506666666666667,7,0.0606936416184971,NA,NA,NA,NA,1,TRUE,TRUE,TRUE,1
0.1,1.7,1.02699571405522,1.00056345011899,0.510948905109489,69,0.933333333333333,7,0.0606936416184971,NA,NA,NA,NA,1,TRUE,TRUE,TRUE,1
0.1,1.8,1.02699571405522,1.00056345011899,0.518248175182482,69,0.946666666666667,7,0.0606936416184971,NA,NA,NA,NA,1,TRUE,TRUE,TRUE,1
0.1,1.2,1.02699571405522,1.00056345011899,0.160583941605839,71,0.293333333333333,9,0.0606936416184971,NA,NA,NA,NA,1,TRUE,TRUE,TRUE,1
0.1,1.1,1.02699571405522,1.00056345011899,0.0510948905109489,NA,0.0933333333333333,NA,0.0606936416184971,NA,NA,NA,NA,1,TRUE,TRUE,TRUE,1
0.1,1.4,1.02699571405522,1.00056345011899,0.357664233576642,69,0.653333333333333,7,0.0606936416184971,NA,NA,NA,NA,1,TRUE,TRUE,TRUE,1
0.1,1.6,1.02699571405522,1.00056345011899,0.489051094890511,69,0.893333333333333,7,0.0606936416184971,NA,NA,NA,NA,1,TRUE,TRUE,TRUE,1
0.2,1.7,1.03463703165185,1.00293040473598,0.510948905109489,69,0.933333333333333,7,0.0433526011560694,NA,NA,NA,NA,22,TRUE,TRUE,TRUE,2
0.2,1.9,1.03463703165185,1.00293040473598,0.532846715328467,69,0.973333333333333,7,0.0433526011560694,NA,NA,NA,NA,22,TRUE,TRUE,TRUE,2
0.2,2,1.03463703165185,1.00293040473598,0.532846715328467,69,0.973333333333333,7,0.0433526011560694,NA,NA,NA,NA,22,TRUE,TRUE,TRUE,2
0.2,1.8,1.03463703165185,1.00293040473598,0.518248175182482,69,0.946666666666667,7,0.0433526011560694,NA,NA,NA,NA,22,TRUE,TRUE,TRUE,2
