"pobs_1_min","pobs_1_max","pobs_2_min","pobs_2_max","steep","xm","pscale","lambda_con","kappa_con","proportion_before_ft","date_first_above_10","date_first_above_5","date_first_below_10","date_first_below_5","date_first_below_10_aw","date_first_below_5_aw","date_first_above_5_aw","date_first_above_10_aw","proportion_above","proportion_below","proportion_outside","converges","below_5","below_10","index_column"
0.1,0.2,0.1,0.2,5e-05,30000,1,1.03319515712456,1.31515286380319,0.11271676300578,NA,NA,310,305,NA,NA,9,36,0.28,0.08,0.36,FALSE,FALSE,FALSE,1
0.1,0.2,0.1,0.2,5e-05,40000,1,1.02688099833725,1.31491430540256,0.101156069364162,NA,269,NA,307,NA,72,32,37,0.306666666666667,0.106666666666667,0.413333333333333,FALSE,FALSE,TRUE,2
0.1,0.2,0.1,0.2,5e-05,50000,1,1.04617900394264,1.00697812772469,0.0722543352601156,NA,NA,NA,NA,NA,72,33,NA,0.08,0.0933333333333333,0.173333333333333,TRUE,TRUE,TRUE,3
0.1,0.2,0.1,0.3,5e-05,30000,1,1.04810293010971,1.01502374484827,0.101156069364162,NA,NA,309,304,74,69,9,NA,0.213333333333333,0.16,0.373333333333333,TRUE,FALSE,FALSE,4
0.1,0.2,0.1,0.3,5e-05,40000,1,1.02087247660853,1.00598300546457,0.11849710982659,NA,269,305,300,75,70,NA,NA,0.146666666666667,0.16,0.306666666666667,TRUE,FALSE,FALSE,5
0.1,0.2,0.1,0.3,5e-05,50000,1,1.04052375204597,1.00721463047052,0.104046242774566,NA,NA,305,300,74,69,33,NA,0.0933333333333333,0.146666666666667,0.24,TRUE,FALSE,FALSE,6
0.1,0.3,0.1,0.3,5e-05,30000,1,1.03794058728563,1.00325938223821,0.106936416184971,NA,NA,305,300,75,62,7,NA,0.173333333333333,0.213333333333333,0.386666666666667,TRUE,FALSE,FALSE,7
0.1,0.3,0.1,0.3,5e-05,40000,1,1.03924273852939,1.00393467240759,0.115606936416185,NA,NA,301,296,72,67,7,NA,0.133333333333333,0.173333333333333,0.306666666666667,TRUE,FALSE,FALSE,8
0.1,0.3,0.1,0.3,5e-05,50000,1,1.04575438417537,1.00449611171455,0.109826589595376,NA,221,302,297,73,68,7,NA,0.106666666666667,0.16,0.266666666666667,TRUE,FALSE,FALSE,9
0.1,0.2,0.2,0.3,5e-05,30000,1,1.04370451189961,1.00514871952359,0.0809248554913295,NA,NA,NA,NA,NA,NA,31,NA,0.133333333333333,0.0266666666666667,0.16,TRUE,TRUE,TRUE,10
0.1,0.2,0.2,0.3,5e-05,40000,1,1.02762653656393,1.0079515159141,0.069364161849711,NA,269,NA,NA,NA,NA,NA,NA,0.0666666666666667,0,0.0666666666666667,TRUE,TRUE,TRUE,11
0.1,0.2,0.2,0.3,5e-05,50000,1,1.03146070156284,1.00422410435159,0.069364161849711,NA,NA,NA,NA,NA,NA,NA,NA,0.0666666666666667,0.0533333333333333,0.12,TRUE,TRUE,TRUE,12
0.1,0.3,0.2,0.3,5e-05,30000,1,1.02102904083663,1.00364096019734,0.0549132947976879,NA,NA,NA,NA,NA,NA,9,NA,0.0933333333333333,0,0.0933333333333333,TRUE,TRUE,TRUE,13
0.1,0.3,0.2,0.3,5e-05,40000,1,1.02843316811104,1.00458919247003,0.0809248554913295,NA,NA,NA,NA,NA,NA,7,NA,0.133333333333333,0,0.133333333333333,TRUE,TRUE,TRUE,14
0.1,0.3,0.2,0.3,5e-05,50000,1,1.02528082103875,1.00365719122119,0.0578034682080925,NA,NA,NA,NA,NA,NA,NA,NA,0.0666666666666667,0,0.0666666666666667,TRUE,TRUE,TRUE,15
0.2,0.3,0.2,0.3,5e-05,30000,1,1.02163631591485,1.00337945911676,0.0780346820809249,NA,NA,NA,308,NA,NA,7,NA,0.133333333333333,0.0266666666666667,0.16,TRUE,FALSE,TRUE,16
0.2,0.3,0.2,0.3,5e-05,40000,1,1.02269982712547,1.00174087483593,0.0722543352601156,NA,NA,NA,174,NA,NA,NA,NA,0.0133333333333333,0.04,0.0533333333333333,TRUE,FALSE,TRUE,17
0.2,0.3,0.2,0.3,5e-05,50000,1,1.01732412571893,1.00188854829841,0.0664739884393064,NA,NA,NA,306,NA,NA,NA,NA,0.0533333333333333,0,0.0533333333333333,TRUE,FALSE,TRUE,18
0.1,0.2,0.1,0.4,5e-05,30000,1,1.06553891022799,1.00836577579922,0.124277456647399,NA,NA,307,302,66,61,9,NA,0.24,0.253333333333333,0.493333333333333,TRUE,FALSE,FALSE,19
0.1,0.2,0.1,0.4,5e-05,40000,1,1.04420357141349,1.00629134663142,0.147398843930636,NA,159,303,298,69,64,NA,NA,0.12,0.213333333333333,0.333333333333333,TRUE,FALSE,FALSE,20
0.1,0.2,0.1,0.4,5e-05,50000,1,1.05909867498473,1.00796907068712,0.11849710982659,NA,158,302,297,71,66,NA,NA,0.08,0.186666666666667,0.266666666666667,TRUE,FALSE,FALSE,21
0.1,0.3,0.1,0.4,5e-05,30000,1,1.04978189986604,1.00536479449956,0.15028901734104,NA,NA,298,293,65,60,7,NA,0.133333333333333,0.266666666666667,0.4,TRUE,FALSE,FALSE,22
0.1,0.3,0.1,0.4,5e-05,40000,1,1.03792178249186,1.00421668564349,0.127167630057803,NA,NA,300,295,62,57,7,NA,0.12,0.306666666666667,0.426666666666667,TRUE,FALSE,FALSE,23
0.1,0.3,0.1,0.4,5e-05,50000,1,1.0204386099386,1.00240846319539,0.127167630057803,NA,NA,300,295,71,66,7,NA,0.16,0.186666666666667,0.346666666666667,TRUE,FALSE,FALSE,24
0.1,0.4,0.1,0.4,5e-05,30000,1,1.03476283980092,1.00357478976226,0.176300578034682,NA,217,299,294,70,65,7,NA,0.146666666666667,0.2,0.346666666666667,TRUE,FALSE,FALSE,25
0.1,0.4,0.1,0.4,5e-05,40000,1,1.03842989326866,1.00471780636335,0.141618497109827,NA,NA,299,294,65,60,9,NA,0.0666666666666667,0.266666666666667,0.333333333333333,TRUE,FALSE,FALSE,26
0.1,0.4,0.1,0.4,5e-05,50000,1,1.02521467303796,1.00198416595424,0.121387283236994,NA,211,300,295,71,66,7,NA,0.12,0.186666666666667,0.306666666666667,TRUE,FALSE,FALSE,27
0.1,0.2,0.2,0.4,5e-05,30000,1,1.01361600978771,1.00735311852917,0.092485549132948,NA,NA,310,305,NA,73,9,NA,0.186666666666667,0.0933333333333333,0.28,TRUE,FALSE,FALSE,28
0.1,0.2,0.2,0.4,5e-05,40000,1,1.03263531982057,1.0057484071585,0.11849710982659,NA,159,NA,305,NA,74,NA,NA,0.133333333333333,0.08,0.213333333333333,TRUE,FALSE,TRUE,29
0.1,0.2,0.2,0.4,5e-05,50000,1,1.03864624974205,1.00201073842976,0.0867052023121387,NA,NA,NA,305,NA,72,NA,NA,0.0133333333333333,0.106666666666667,0.12,TRUE,FALSE,TRUE,30
0.1,0.3,0.2,0.4,5e-05,30000,1,1.02246843755331,1.00354418283643,0.0867052023121387,NA,NA,NA,306,NA,NA,7,NA,0.146666666666667,0.0533333333333333,0.2,TRUE,FALSE,TRUE,31
0.1,0.3,0.2,0.4,5e-05,40000,1,1.01461519209101,1.00281999181979,0.092485549132948,NA,NA,305,300,NA,74,7,NA,0.186666666666667,0.08,0.266666666666667,TRUE,FALSE,FALSE,32
0.1,0.3,0.2,0.4,5e-05,50000,1,1.01836567746346,1.00319647373565,0.104046242774566,NA,NA,304,299,NA,73,9,NA,0.146666666666667,0.08,0.226666666666667,TRUE,FALSE,FALSE,33
0.2,0.3,0.2,0.4,5e-05,30000,1,1.03394127874114,1.003123364531,0.124277456647399,NA,NA,310,305,NA,74,7,NA,0.146666666666667,0.08,0.226666666666667,TRUE,FALSE,FALSE,34
0.2,0.3,0.2,0.4,5e-05,40000,1,1.0182477629485,1.00241135681788,0.0895953757225433,NA,NA,309,304,NA,73,NA,NA,0.0533333333333333,0.0933333333333333,0.146666666666667,TRUE,FALSE,FALSE,35
0.2,0.3,0.2,0.4,5e-05,50000,1,1.01543730117929,1.00293660585492,0.0953757225433526,NA,NA,305,300,NA,73,9,NA,0.106666666666667,0.0933333333333333,0.2,TRUE,FALSE,FALSE,36
0.1,0.4,0.2,0.4,5e-05,30000,1,1.00958669427999,1.00190847573719,0.115606936416185,NA,NA,307,302,NA,74,7,NA,0.133333333333333,0.0933333333333333,0.226666666666667,TRUE,FALSE,FALSE,37
