"pobs_1_min","pobs_1_max","pobs_2_min","pobs_2_max","steep","xm","pscale","lambda_con","kappa_con","proportion_before_ft","date_first_above_10","date_first_above_5","date_first_below_10","date_first_below_5","date_first_below_10_aw","date_first_below_5_aw","date_first_above_5_aw","date_first_above_10_aw","proportion_above","proportion_below","proportion_outside","converges","below_5","below_10","index_column"
0.1,0.2,0.1,0.2,5e-05,30000,1,1.03225342499884,1.28841748225823,0.0895953757225433,NA,NA,NA,307,NA,74,21,NA,0.253333333333333,0.08,0.333333333333333,FALSE,FALSE,TRUE,1
0.1,0.2,0.1,0.2,5e-05,40000,1,1.04575553833089,1.00561131163907,0.0578034682080925,NA,NA,NA,304,NA,73,NA,NA,0.0133333333333333,0.0666666666666667,0.08,TRUE,FALSE,TRUE,2
0.1,0.2,0.1,0.2,5e-05,50000,1,1.04963521136263,1.00485299474411,0.0578034682080925,NA,NA,NA,NA,NA,NA,32,NA,0.0666666666666667,0,0.0666666666666667,TRUE,TRUE,TRUE,3
0.1,0.2,0.1,0.3,5e-05,30000,1,1.03923862722185,1.00695485663528,0.0838150289017341,NA,NA,308,303,NA,71,NA,NA,0.133333333333333,0.12,0.253333333333333,TRUE,FALSE,FALSE,4
0.1,0.2,0.1,0.3,5e-05,40000,1,1.05509192436744,1.00774253618094,0.0838150289017341,NA,NA,305,300,75,70,NA,NA,0.0266666666666667,0.133333333333333,0.16,TRUE,FALSE,FALSE,5
0.1,0.2,0.1,0.3,5e-05,50000,1,1.06594207390662,1.00593365678576,0.0867052023121387,NA,NA,303,298,72,67,32,NA,0.0666666666666667,0.173333333333333,0.24,TRUE,FALSE,FALSE,6
0.1,0.3,0.1,0.3,5e-05,30000,1,1.06143994065176,1.00373987144478,0.106936416184971,NA,210,305,300,NA,72,11,NA,0.146666666666667,0.12,0.266666666666667,TRUE,FALSE,FALSE,7
0.1,0.3,0.1,0.3,5e-05,40000,1,1.036817032719,1.00408323318537,0.104046242774566,NA,NA,302,297,72,67,9,NA,0.12,0.173333333333333,0.293333333333333,TRUE,FALSE,FALSE,8
0.1,0.3,0.1,0.3,5e-05,50000,1,1.03462733557637,1.00369998495404,0.0953757225433526,NA,240,302,297,71,66,7,NA,0.146666666666667,0.186666666666667,0.333333333333333,TRUE,FALSE,FALSE,9
0.1,0.2,0.2,0.3,5e-05,30000,1,1.12833991964466,1.77507272127455,0.0578034682080925,NA,NA,NA,NA,NA,NA,NA,NA,0.0666666666666667,0,0.0666666666666667,FALSE,TRUE,TRUE,10
0.1,0.2,0.2,0.3,5e-05,40000,1,1.026777566677,1.00159434939144,0.0549132947976879,NA,NA,NA,305,NA,NA,NA,NA,0.0133333333333333,0,0.0133333333333333,TRUE,FALSE,TRUE,11
0.1,0.2,0.2,0.3,5e-05,50000,1,1.03107963733162,1.00310251049032,0.0491329479768786,NA,NA,NA,NA,NA,NA,32,NA,0.0666666666666667,0,0.0666666666666667,TRUE,TRUE,TRUE,12
0.1,0.3,0.2,0.3,5e-05,30000,1,1.0213346383317,1.00456027526962,0.0635838150289017,NA,NA,NA,NA,NA,NA,9,NA,0.146666666666667,0,0.146666666666667,TRUE,TRUE,TRUE,13
