"pobs_1","pobs_2","dprob","pscale","lambda_con","kappa_con","proportion","date_first","proportion_after_wavesplit","date_first_after_wavesplit","proportion_before_ft","date_first_above_10","date_first_above_5","date_first_below_10","date_first_below_5","index_i","converges","below_5","below_10","index_column"
0.1,0.1,0.001,1.9,1.06872030564122,1.31412395770965,0.503649635036496,71,0.92,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.1,0.1,0.001,2,1.06872030564122,1.31412395770965,0.518248175182482,71,0.946666666666667,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.1,0.1,0.001,2.1,1.06872030564122,1.31412395770965,0.518248175182482,71,0.946666666666667,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.1,0.1,0.001,2.2,1.06872030564122,1.31412395770965,0.518248175182482,71,0.946666666666667,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.1,0.1,0.001,2.3,1.06872030564122,1.31412395770965,0.518248175182482,71,0.946666666666667,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.1,0.1,0.001,2.4,1.06872030564122,1.31412395770965,0.518248175182482,71,0.946666666666667,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.1,0.1,0.001,2.5,1.06872030564122,1.31412395770965,0.525547445255474,70,0.96,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.1,0.1,0.001,2.6,1.06872030564122,1.31412395770965,0.525547445255474,70,0.96,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.1,0.1,0.001,2.7,1.06872030564122,1.31412395770965,0.525547445255474,70,0.96,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.1,0.1,0.001,2.8,1.06872030564122,1.31412395770965,0.525547445255474,70,0.96,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.1,0.1,0.001,1,1.06872030564122,1.31412395770965,0.0656934306569343,129,0.12,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
