"pobs_1","pobs_2","dprob","pscale","lambda_con","kappa_con","proportion","date_first","proportion_after_wavesplit","date_first_after_wavesplit","proportion_before_ft","date_first_above_10","date_first_above_5","date_first_below_10","date_first_below_5","index_i","converges","below_5","below_10","index_column"
0.1,0.1,0.001,1.9,1.06033886652594,1.27645875995941,0.503649635036496,72,0.92,10,0.0375722543352601,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,0.001,2,1.06033886652594,1.27645875995941,0.503649635036496,72,0.92,10,0.0375722543352601,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,0.001,2.1,1.06033886652594,1.27645875995941,0.503649635036496,72,0.92,10,0.0375722543352601,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,0.001,2.2,1.06033886652594,1.27645875995941,0.518248175182482,71,0.946666666666667,9,0.0375722543352601,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,0.001,2.3,1.06033886652594,1.27645875995941,0.518248175182482,71,0.946666666666667,9,0.0375722543352601,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,0.001,2.4,1.06033886652594,1.27645875995941,0.518248175182482,71,0.946666666666667,9,0.0375722543352601,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,0.001,2.5,1.06033886652594,1.27645875995941,0.518248175182482,71,0.946666666666667,9,0.0375722543352601,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,0.001,2.6,1.06033886652594,1.27645875995941,0.518248175182482,71,0.946666666666667,9,0.0375722543352601,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,0.001,2.7,1.06033886652594,1.27645875995941,0.518248175182482,71,0.946666666666667,9,0.0375722543352601,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,0.001,2.8,1.06033886652594,1.27645875995941,0.518248175182482,71,0.946666666666667,9,0.0375722543352601,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,0.001,1,1.06033886652594,1.27645875995941,0.0802919708029197,83,0.146666666666667,21,0.0375722543352601,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,0.001,2.9,1.06033886652594,1.27645875995941,0.518248175182482,71,0.946666666666667,9,0.0375722543352601,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,0.001,3,1.06033886652594,1.27645875995941,0.525547445255474,70,0.96,8,0.0375722543352601,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,0.001,1.2,1.06033886652594,1.27645875995941,0.211678832116788,83,0.386666666666667,21,0.0375722543352601,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,0.001,1.3,1.06033886652594,1.27645875995941,0.291970802919708,83,0.533333333333333,21,0.0375722543352601,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,0.001,1.4,1.06033886652594,1.27645875995941,0.335766423357664,83,0.613333333333333,21,0.0375722543352601,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,0.001,1.1,1.06033886652594,1.27645875995941,0.138686131386861,83,0.253333333333333,21,0.0375722543352601,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,0.001,1.6,1.06033886652594,1.27645875995941,0.423357664233577,83,0.773333333333333,21,0.0375722543352601,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,0.001,1.7,1.06033886652594,1.27645875995941,0.452554744525547,83,0.826666666666667,21,0.0375722543352601,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,0.001,1.8,1.06033886652594,1.27645875995941,0.489051094890511,72,0.893333333333333,10,0.0375722543352601,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,0.001,1.5,1.06033886652594,1.27645875995941,0.401459854014599,83,0.733333333333333,21,0.0375722543352601,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,0.01,1.4,1.05677942622205,1.17744308404295,0.277372262773723,95,0.506666666666667,33,0.0982658959537572,NA,219,NA,283,526,FALSE,FALSE,TRUE,26
0.1,0.1,0.01,1,1.05677942622205,1.17744308404295,0,NA,0,NA,0.0982658959537572,NA,219,NA,283,526,FALSE,FALSE,TRUE,26
0.1,0.1,0.01,1.3,1.05677942622205,1.17744308404295,0.167883211678832,96,0.306666666666667,34,0.0982658959537572,NA,219,NA,283,526,FALSE,FALSE,TRUE,26
0.1,0.1,0.01,1.1,1.05677942622205,1.17744308404295,0.0364963503649635,NA,0.0666666666666667,NA,0.0982658959537572,NA,219,NA,283,526,FALSE,FALSE,TRUE,26
0.1,0.1,0.01,1.2,1.05677942622205,1.17744308404295,0.0948905109489051,109,0.173333333333333,47,0.0982658959537572,NA,219,NA,283,526,FALSE,FALSE,TRUE,26
0.1,0.1,0.01,1.6,1.05677942622205,1.17744308404295,0.35036496350365,95,0.64,33,0.0982658959537572,NA,219,NA,283,526,FALSE,FALSE,TRUE,26
0.1,0.1,0.01,2.3,1.05677942622205,1.17744308404295,0.489051094890511,71,0.893333333333333,9,0.0982658959537572,NA,219,NA,283,526,FALSE,FALSE,TRUE,26
0.1,0.1,0.01,2.4,1.05677942622205,1.17744308404295,0.503649635036496,71,0.92,9,0.0982658959537572,NA,219,NA,283,526,FALSE,FALSE,TRUE,26
0.1,0.1,0.01,1.5,1.05677942622205,1.17744308404295,0.328467153284672,95,0.6,33,0.0982658959537572,NA,219,NA,283,526,FALSE,FALSE,TRUE,26
0.1,0.1,0.01,2.2,1.05677942622205,1.17744308404295,0.481751824817518,71,0.88,9,0.0982658959537572,NA,219,NA,283,526,FALSE,FALSE,TRUE,26
0.1,0.1,0.01,2.7,1.05677942622205,1.17744308404295,0.518248175182482,71,0.946666666666667,9,0.0982658959537572,NA,219,NA,283,526,FALSE,FALSE,TRUE,26
0.1,0.1,0.01,1.7,1.05677942622205,1.17744308404295,0.372262773722628,95,0.68,33,0.0982658959537572,NA,219,NA,283,526,FALSE,FALSE,TRUE,26
0.1,0.1,0.01,2.5,1.05677942622205,1.17744308404295,0.503649635036496,71,0.92,9,0.0982658959537572,NA,219,NA,283,526,FALSE,FALSE,TRUE,26
0.1,0.1,0.01,2.6,1.05677942622205,1.17744308404295,0.510948905109489,71,0.933333333333333,9,0.0982658959537572,NA,219,NA,283,526,FALSE,FALSE,TRUE,26
0.1,0.1,0.01,1.8,1.05677942622205,1.17744308404295,0.401459854014599,84,0.733333333333333,22,0.0982658959537572,NA,219,NA,283,526,FALSE,FALSE,TRUE,26
0.1,0.1,0.01,1.9,1.05677942622205,1.17744308404295,0.437956204379562,83,0.8,21,0.0982658959537572,NA,219,NA,283,526,FALSE,FALSE,TRUE,26
0.1,0.1,0.01,2,1.05677942622205,1.17744308404295,0.467153284671533,71,0.853333333333333,9,0.0982658959537572,NA,219,NA,283,526,FALSE,FALSE,TRUE,26
0.1,0.1,0.01,2.1,1.05677942622205,1.17744308404295,0.474452554744526,71,0.866666666666667,9,0.0982658959537572,NA,219,NA,283,526,FALSE,FALSE,TRUE,26
0.1,0.1,0.01,2.9,1.05677942622205,1.17744308404295,0.518248175182482,71,0.946666666666667,9,0.0982658959537572,NA,219,NA,283,526,FALSE,FALSE,TRUE,26
0.1,0.1,0.01,3,1.05677942622205,1.17744308404295,0.518248175182482,71,0.946666666666667,9,0.0982658959537572,NA,219,NA,283,526,FALSE,FALSE,TRUE,26
0.1,0.1,0.01,2.8,1.05677942622205,1.17744308404295,0.518248175182482,71,0.946666666666667,9,0.0982658959537572,NA,219,NA,283,526,FALSE,FALSE,TRUE,26
0.1,0.1,0.05,1,1.09635042522645,1.00781467541425,0.0072992700729927,NA,0.0133333333333333,NA,0.0375722543352601,NA,NA,NA,NA,1051,FALSE,TRUE,TRUE,51
0.1,0.1,0.05,1.1,1.09635042522645,1.00781467541425,0.0291970802919708,NA,0.0533333333333333,NA,0.0375722543352601,NA,NA,NA,NA,1051,FALSE,TRUE,TRUE,51
0.1,0.1,0.05,1.2,1.09635042522645,1.00781467541425,0.0875912408759124,117,0.16,55,0.0375722543352601,NA,NA,NA,NA,1051,FALSE,TRUE,TRUE,51
0.1,0.1,0.05,1.4,1.09635042522645,1.00781467541425,0.175182481751825,109,0.32,47,0.0375722543352601,NA,NA,NA,NA,1051,FALSE,TRUE,TRUE,51
0.1,0.1,0.05,1.5,1.09635042522645,1.00781467541425,0.240875912408759,106,0.44,44,0.0375722543352601,NA,NA,NA,NA,1051,FALSE,TRUE,TRUE,51
0.1,0.1,0.05,1.6,1.09635042522645,1.00781467541425,0.255474452554745,94,0.466666666666667,32,0.0375722543352601,NA,NA,NA,NA,1051,FALSE,TRUE,TRUE,51
0.1,0.1,0.05,1.3,1.09635042522645,1.00781467541425,0.131386861313869,115,0.24,53,0.0375722543352601,NA,NA,NA,NA,1051,FALSE,TRUE,TRUE,51
0.1,0.1,0.05,2.2,1.09635042522645,1.00781467541425,0.430656934306569,71,0.786666666666667,9,0.0375722543352601,NA,NA,NA,NA,1051,FALSE,TRUE,TRUE,51
0.1,0.1,0.05,2.3,1.09635042522645,1.00781467541425,0.445255474452555,71,0.813333333333333,9,0.0375722543352601,NA,NA,NA,NA,1051,FALSE,TRUE,TRUE,51
0.1,0.1,0.05,2.4,1.09635042522645,1.00781467541425,0.474452554744526,71,0.866666666666667,9,0.0375722543352601,NA,NA,NA,NA,1051,FALSE,TRUE,TRUE,51
0.1,0.1,0.05,2.5,1.09635042522645,1.00781467541425,0.510948905109489,69,0.933333333333333,7,0.0375722543352601,NA,NA,NA,NA,1051,FALSE,TRUE,TRUE,51
0.1,0.1,0.05,2.6,1.09635042522645,1.00781467541425,0.510948905109489,69,0.933333333333333,7,0.0375722543352601,NA,NA,NA,NA,1051,FALSE,TRUE,TRUE,51
0.1,0.1,0.05,2.7,1.09635042522645,1.00781467541425,0.510948905109489,69,0.933333333333333,7,0.0375722543352601,NA,NA,NA,NA,1051,FALSE,TRUE,TRUE,51
0.1,0.1,0.05,2.8,1.09635042522645,1.00781467541425,0.518248175182482,69,0.946666666666667,7,0.0375722543352601,NA,NA,NA,NA,1051,FALSE,TRUE,TRUE,51
0.1,0.1,0.05,2.9,1.09635042522645,1.00781467541425,0.518248175182482,69,0.946666666666667,7,0.0375722543352601,NA,NA,NA,NA,1051,FALSE,TRUE,TRUE,51
0.1,0.1,0.05,1.7,1.09635042522645,1.00781467541425,0.291970802919708,94,0.533333333333333,32,0.0375722543352601,NA,NA,NA,NA,1051,FALSE,TRUE,TRUE,51
0.1,0.1,0.05,1.8,1.09635042522645,1.00781467541425,0.321167883211679,94,0.586666666666667,32,0.0375722543352601,NA,NA,NA,NA,1051,FALSE,TRUE,TRUE,51
