"pscale1","pscale2","lambda_con","kappa_con","lambda_2_con","proportion","date_first","proportion_aw2","date_first_aw2","seed"
2.8,1.2,1.1013143579742,1.00284061624392,1.0267049244751,0.0364238410596026,85,0.0411522633744856,26,14
2.8,1.5,1.07752387982934,1.0045213134259,1.06317093610151,0.0993377483443709,80,0.123456790123457,21,14
2.8,2,1.08592029244782,1.00112778262604,1.03825975367968,0.364238410596026,78,0.452674897119342,19,14
