"pscale1","pscale2","lambda_con","kappa_con","lambda_2_con","proportion","date_first","proportion_aw2","date_first_aw2","seed"
2.8,1.2,1.02598109776831,1.00334477652437,1.04121010455187,0.0298013245033113,85,0.037037037037037,26,5
2.8,1.5,1.05859027717316,1.00411654624456,1.03977124211382,0.152317880794702,83,0.189300411522634,24,5
2.8,2,1.05904589505481,1.00205962652057,1.05648793310296,0.384105960264901,77,0.477366255144033,18,5
