"pscale1","pscale2","lambda_con","kappa_con","lambda_2_con","proportion","date_first","proportion_aw2","date_first_aw2","seed"
2.8,1.2,1.08291558822302,1.00240520479814,1.025806948141,0.0728476821192053,80,0.0905349794238683,21,19
2.8,1.5,1.07099748905016,1.00149667067035,1.02407246864364,0.188741721854305,79,0.234567901234568,20,19
2.8,2,1.07961067126779,1.00269705543955,1.04292560091458,0.480132450331126,68,0.596707818930041,9,19
