"pscale1","pscale2","lambda_con","kappa_con","lambda_2_con","proportion","date_first","proportion_aw2","date_first_aw2","seed"
2.8,1.2,1.08901013059424,1.00262421083319,1.02832039005664,0.033112582781457,NA,0.0411522633744856,NA,17
2.8,1.5,1.07265491488036,1.00235339535865,1.02891227389469,0.0827814569536424,82,0.102880658436214,23,17
2.8,2,1.07427272251439,1.00243235631467,1.01976692410524,0.33112582781457,68,0.411522633744856,9,17
