"pscale1","pscale2","lambda_con","kappa_con","lambda_2_con","proportion","date_first","proportion_aw2","date_first_aw2","seed"
2.8,1.2,1.11455328892189,1.00270493822817,1.04463212369178,0.0231788079470199,NA,0.0288065843621399,NA,10
2.8,1.5,1.08790261982811,1.0023775042257,1.04573222548702,0.139072847682119,68,0.172839506172839,9,10
2.8,2,1.09519013687057,1.00256764663513,1.03068059203463,0.350993377483444,66,0.436213991769547,7,10
