"pscale1","pscale2","lambda_con","kappa_con","lambda_2_con","proportion","date_first","proportion_aw2","date_first_aw2","seed"
2.8,1.2,1.08367780901629,1.00321597361598,1.05764826026892,0.0496688741721854,85,0.0617283950617284,26,11
2.8,1.5,1.05179357317268,1.00305225494091,1.04702220702358,0.0960264900662252,82,0.119341563786008,23,11
2.8,2,1.08782645955056,1.00296648211519,1.04216740376435,0.327814569536424,66,0.407407407407407,7,11
