"pscale1","pscale2","lambda_con","kappa_con","lambda_2_con","proportion","date_first","proportion_aw2","date_first_aw2","seed"
2.8,1.2,1.06375055436496,1.00254126031572,1.02012075841798,0.0794701986754967,80,0.0987654320987654,21,7
2.8,1.5,1.0696026348772,1.00373547905132,1.03222831640434,0.0993377483443709,80,0.123456790123457,21,7
2.8,2,1.10419838463471,1.00124492855383,1.0246498191914,0.360927152317881,67,0.448559670781893,8,7
