"pscale1","pscale2","lambda_con","kappa_con","lambda_2_con","proportion","date_first","proportion_aw2","date_first_aw2","seed"
2.8,1.2,1.07375265673906,1.0022431365834,1.01444065785608,0.043046357615894,85,0.0534979423868313,26,3
2.8,1.5,1.11315043816437,1.00240494894024,1.03004651933257,0.0927152317880795,82,0.11522633744856,23,3
2.8,2,1.0438581727783,1.0036770598295,1.06034064932939,0.235099337748344,66,0.292181069958848,7,3
