"pscale1","pscale2","lambda_con","kappa_con","lambda_2_con","proportion","date_first","proportion_aw2","date_first_aw2","seed"
2.8,1.2,1.04114835434985,1.00293885028542,1.04348000832284,0.0397350993377483,85,0.0493827160493827,26,1
2.8,1.5,1.06815948742275,1.00225739713456,1.01983026387908,0.16887417218543,68,0.209876543209877,9,1
2.8,2,1.06526921681313,1.00224175633241,1.09743861425864,0.390728476821192,66,0.481481481481481,7,1
