"pscale1","pscale2","lambda_con","kappa_con","lambda_2_con","proportion","date_first","proportion_aw2","date_first_aw2","seed"
2.8,1.2,1.08177314169829,1.00327585224134,1.02017170384275,0.0364238410596026,85,0.0452674897119342,26,12
2.8,1.5,1.05650372513186,1.00189599802062,1.03247806772825,0.149006622516556,68,0.185185185185185,9,12
2.8,2,1.07069409949551,1.00264984314797,1.02258396363058,0.394039735099338,66,0.489711934156379,7,12
