"pobs_1","pobs_2","pscale","lambda_con","kappa_con","proportion","date_first","proportion_after_wavesplit","date_first_after_wavesplit","proportion_before_ft","date_first_above_10","date_first_above_5","date_first_below_10","date_first_below_5","index_i","converges","below_5","below_10","index_column"
0.1,0.1,1.9,1.06651340343025,1.1475530978281,0.503649635036496,73,0.866666666666667,11,0.0722543352601156,NA,NA,NA,318,1,FALSE,FALSE,TRUE,1
0.1,0.1,2,1.06651340343025,1.1475530978281,0.532846715328467,71,0.92,9,0.0722543352601156,NA,NA,NA,318,1,FALSE,FALSE,TRUE,1
0.1,0.1,2.1,1.06651340343025,1.1475530978281,0.532846715328467,71,0.92,9,0.0722543352601156,NA,NA,NA,318,1,FALSE,FALSE,TRUE,1
0.1,0.1,2.2,1.06651340343025,1.1475530978281,0.532846715328467,71,0.92,9,0.0722543352601156,NA,NA,NA,318,1,FALSE,FALSE,TRUE,1
0.1,0.1,2.3,1.06651340343025,1.1475530978281,0.54014598540146,71,0.933333333333333,9,0.0722543352601156,NA,NA,NA,318,1,FALSE,FALSE,TRUE,1
0.1,0.1,2.4,1.06651340343025,1.1475530978281,0.54014598540146,71,0.933333333333333,9,0.0722543352601156,NA,NA,NA,318,1,FALSE,FALSE,TRUE,1
0.1,0.1,2.5,1.06651340343025,1.1475530978281,0.547445255474453,71,0.946666666666667,9,0.0722543352601156,NA,NA,NA,318,1,FALSE,FALSE,TRUE,1
0.1,0.1,2.6,1.06651340343025,1.1475530978281,0.547445255474453,71,0.946666666666667,9,0.0722543352601156,NA,NA,NA,318,1,FALSE,FALSE,TRUE,1
0.1,0.1,2.7,1.06651340343025,1.1475530978281,0.547445255474453,71,0.946666666666667,9,0.0722543352601156,NA,NA,NA,318,1,FALSE,FALSE,TRUE,1
0.1,0.1,2.8,1.06651340343025,1.1475530978281,0.547445255474453,71,0.946666666666667,9,0.0722543352601156,NA,NA,NA,318,1,FALSE,FALSE,TRUE,1
0.1,0.1,1,1.06651340343025,1.1475530978281,0.116788321167883,129,0.16,67,0.0722543352601156,NA,NA,NA,318,1,FALSE,FALSE,TRUE,1
0.1,0.1,2.9,1.06651340343025,1.1475530978281,0.547445255474453,71,0.946666666666667,9,0.0722543352601156,NA,NA,NA,318,1,FALSE,FALSE,TRUE,1
0.1,0.1,3,1.06651340343025,1.1475530978281,0.547445255474453,71,0.946666666666667,9,0.0722543352601156,NA,NA,NA,318,1,FALSE,FALSE,TRUE,1
0.1,0.1,1.7,1.06651340343025,1.1475530978281,0.489051094890511,73,0.84,11,0.0722543352601156,NA,NA,NA,318,1,FALSE,FALSE,TRUE,1
0.1,0.1,1.8,1.06651340343025,1.1475530978281,0.503649635036496,73,0.866666666666667,11,0.0722543352601156,NA,NA,NA,318,1,FALSE,FALSE,TRUE,1
0.1,0.1,1.4,1.06651340343025,1.1475530978281,0.343065693430657,106,0.573333333333333,44,0.0722543352601156,NA,NA,NA,318,1,FALSE,FALSE,TRUE,1
0.1,0.1,1.5,1.06651340343025,1.1475530978281,0.401459854014599,89,0.68,27,0.0722543352601156,NA,NA,NA,318,1,FALSE,FALSE,TRUE,1
0.1,0.1,1.1,1.06651340343025,1.1475530978281,0.182481751824818,128,0.28,66,0.0722543352601156,NA,NA,NA,318,1,FALSE,FALSE,TRUE,1
0.1,0.1,1.3,1.06651340343025,1.1475530978281,0.306569343065693,106,0.506666666666667,44,0.0722543352601156,NA,NA,NA,318,1,FALSE,FALSE,TRUE,1
0.1,0.1,1.2,1.06651340343025,1.1475530978281,0.240875912408759,106,0.386666666666667,44,0.0722543352601156,NA,NA,NA,318,1,FALSE,FALSE,TRUE,1
0.1,0.1,1.6,1.06651340343025,1.1475530978281,0.452554744525547,89,0.773333333333333,27,0.0722543352601156,NA,NA,NA,318,1,FALSE,FALSE,TRUE,1
0.1,0.2,1.6,1.03464249779117,1.00775062261686,0.452554744525547,73,0.826666666666667,11,0.0520231213872832,NA,NA,NA,NA,22,TRUE,TRUE,TRUE,2
