"pobs_1","pobs_2","pscale","lambda_con","kappa_con","proportion","date_first","proportion_after_wavesplit","date_first_after_wavesplit","proportion_before_ft","date_first_above_10","date_first_above_5","date_first_below_10","date_first_below_5","index_i","converges","below_5","below_10","index_column"
0.1,0.1,1.9,1.20704679750122,1.76658440923536,0.437956204379562,83,0.8,21,0.0722543352601156,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,2,1.20704679750122,1.76658440923536,0.474452554744526,73,0.866666666666667,11,0.0722543352601156,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,2.1,1.20704679750122,1.76658440923536,0.481751824817518,73,0.88,11,0.0722543352601156,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,2.2,1.20704679750122,1.76658440923536,0.510948905109489,71,0.933333333333333,9,0.0722543352601156,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,2.3,1.20704679750122,1.76658440923536,0.510948905109489,71,0.933333333333333,9,0.0722543352601156,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,2.4,1.20704679750122,1.76658440923536,0.518248175182482,71,0.946666666666667,9,0.0722543352601156,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,2.5,1.20704679750122,1.76658440923536,0.518248175182482,71,0.946666666666667,9,0.0722543352601156,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,2.6,1.20704679750122,1.76658440923536,0.518248175182482,71,0.946666666666667,9,0.0722543352601156,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,2.7,1.20704679750122,1.76658440923536,0.518248175182482,71,0.946666666666667,9,0.0722543352601156,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,2.8,1.20704679750122,1.76658440923536,0.518248175182482,71,0.946666666666667,9,0.0722543352601156,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,1,1.20704679750122,1.76658440923536,0,NA,0,NA,0.0722543352601156,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,2.9,1.20704679750122,1.76658440923536,0.518248175182482,71,0.946666666666667,9,0.0722543352601156,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,3,1.20704679750122,1.76658440923536,0.518248175182482,71,0.946666666666667,9,0.0722543352601156,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,1.1,1.20704679750122,1.76658440923536,0.0291970802919708,NA,0.0533333333333333,NA,0.0722543352601156,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,1.3,1.20704679750122,1.76658440923536,0.0875912408759124,129,0.16,67,0.0722543352601156,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,1.6,1.20704679750122,1.76658440923536,0.291970802919708,83,0.533333333333333,21,0.0722543352601156,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,1.7,1.20704679750122,1.76658440923536,0.35036496350365,83,0.64,21,0.0722543352601156,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,1.2,1.20704679750122,1.76658440923536,0.0510948905109489,129,0.0933333333333333,67,0.0722543352601156,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,1.5,1.20704679750122,1.76658440923536,0.197080291970803,83,0.36,21,0.0722543352601156,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,1.4,1.20704679750122,1.76658440923536,0.131386861313869,84,0.24,22,0.0722543352601156,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,1.8,1.20704679750122,1.76658440923536,0.430656934306569,83,0.786666666666667,21,0.0722543352601156,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.2,1.5,1.03779191494344,1.00823942282707,0.335766423357664,83,0.613333333333333,21,0.0549132947976879,NA,NA,NA,NA,22,TRUE,TRUE,TRUE,2
0.1,0.2,1.7,1.03779191494344,1.00823942282707,0.496350364963504,71,0.906666666666667,9,0.0549132947976879,NA,NA,NA,NA,22,TRUE,TRUE,TRUE,2
0.1,0.2,1.1,1.03779191494344,1.00823942282707,0.0218978102189781,NA,0.04,NA,0.0549132947976879,NA,NA,NA,NA,22,TRUE,TRUE,TRUE,2
0.1,0.2,3,1.03779191494344,1.00823942282707,0.525547445255474,70,0.96,8,0.0549132947976879,NA,NA,NA,NA,22,TRUE,TRUE,TRUE,2
0.1,0.2,1.6,1.03779191494344,1.00823942282707,0.416058394160584,83,0.76,21,0.0549132947976879,NA,NA,NA,NA,22,TRUE,TRUE,TRUE,2
0.1,0.2,1.8,1.03779191494344,1.00823942282707,0.503649635036496,71,0.92,9,0.0549132947976879,NA,NA,NA,NA,22,TRUE,TRUE,TRUE,2
0.1,0.2,1.4,1.03779191494344,1.00823942282707,0.211678832116788,94,0.386666666666667,32,0.0549132947976879,NA,NA,NA,NA,22,TRUE,TRUE,TRUE,2
0.1,0.2,2.1,1.03779191494344,1.00823942282707,0.518248175182482,71,0.946666666666667,9,0.0549132947976879,NA,NA,NA,NA,22,TRUE,TRUE,TRUE,2
0.1,0.2,2.2,1.03779191494344,1.00823942282707,0.518248175182482,71,0.946666666666667,9,0.0549132947976879,NA,NA,NA,NA,22,TRUE,TRUE,TRUE,2
0.1,0.2,2.9,1.03779191494344,1.00823942282707,0.525547445255474,70,0.96,8,0.0549132947976879,NA,NA,NA,NA,22,TRUE,TRUE,TRUE,2
0.1,0.2,2.3,1.03779191494344,1.00823942282707,0.518248175182482,71,0.946666666666667,9,0.0549132947976879,NA,NA,NA,NA,22,TRUE,TRUE,TRUE,2
0.1,0.2,2.4,1.03779191494344,1.00823942282707,0.518248175182482,71,0.946666666666667,9,0.0549132947976879,NA,NA,NA,NA,22,TRUE,TRUE,TRUE,2
0.1,0.2,2.6,1.03779191494344,1.00823942282707,0.518248175182482,71,0.946666666666667,9,0.0549132947976879,NA,NA,NA,NA,22,TRUE,TRUE,TRUE,2
0.1,0.2,1.9,1.03779191494344,1.00823942282707,0.510948905109489,71,0.933333333333333,9,0.0549132947976879,NA,NA,NA,NA,22,TRUE,TRUE,TRUE,2
0.1,0.2,2.8,1.03779191494344,1.00823942282707,0.525547445255474,70,0.96,8,0.0549132947976879,NA,NA,NA,NA,22,TRUE,TRUE,TRUE,2
