"pobs_1","pobs_2","pscale","lambda_con","kappa_con","proportion","date_first","proportion_after_wavesplit","date_first_after_wavesplit","proportion_before_ft","date_first_above_10","date_first_above_5","date_first_below_10","date_first_below_5","index_i","converges","below_5","below_10","index_column"
0.1,0.1,1.3,1.06477260064196,1.31769551387131,0.240875912408759,71,0.426666666666667,9,0.0404624277456647,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,1.9,1.06477260064196,1.31769551387131,0.510948905109489,71,0.92,9,0.0404624277456647,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,1.4,1.06477260064196,1.31769551387131,0.321167883211679,71,0.573333333333333,9,0.0404624277456647,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,1.5,1.06477260064196,1.31769551387131,0.37956204379562,71,0.68,9,0.0404624277456647,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,2.3,1.06477260064196,1.31769551387131,0.525547445255474,71,0.946666666666667,9,0.0404624277456647,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,2.4,1.06477260064196,1.31769551387131,0.525547445255474,71,0.946666666666667,9,0.0404624277456647,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,2.5,1.06477260064196,1.31769551387131,0.525547445255474,71,0.946666666666667,9,0.0404624277456647,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,1.7,1.06477260064196,1.31769551387131,0.430656934306569,71,0.773333333333333,9,0.0404624277456647,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,1.8,1.06477260064196,1.31769551387131,0.489051094890511,71,0.88,9,0.0404624277456647,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,2.2,1.06477260064196,1.31769551387131,0.525547445255474,71,0.946666666666667,9,0.0404624277456647,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,1.1,1.06477260064196,1.31769551387131,0.0948905109489051,117,0.16,55,0.0404624277456647,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,2.8,1.06477260064196,1.31769551387131,0.532846715328467,70,0.96,8,0.0404624277456647,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,3,1.06477260064196,1.31769551387131,0.525547445255474,71,0.946666666666667,9,0.0404624277456647,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,2,1.06477260064196,1.31769551387131,0.518248175182482,71,0.933333333333333,9,0.0404624277456647,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,2.1,1.06477260064196,1.31769551387131,0.518248175182482,71,0.933333333333333,9,0.0404624277456647,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,2.7,1.06477260064196,1.31769551387131,0.532846715328467,70,0.96,8,0.0404624277456647,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,2.9,1.06477260064196,1.31769551387131,0.532846715328467,70,0.96,8,0.0404624277456647,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,1.6,1.06477260064196,1.31769551387131,0.430656934306569,71,0.773333333333333,9,0.0404624277456647,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
0.1,0.1,1.2,1.06477260064196,1.31769551387131,0.167883211678832,117,0.293333333333333,55,0.0404624277456647,NA,NA,NA,NA,1,FALSE,TRUE,TRUE,1
