"pscale","lambda_con","kappa_con","lambda_2_con","proportion","date_first","seed"
1,1.03074425678254,1.17572506607843,1.00563478600791,0.00662251655629139,NA,13
1.2,1.05233951616306,1.00249198824027,1.02412482801209,0.0198675496688742,NA,13
1.4,1.07005452329814,1.00192862163095,1.00940950009561,0.0198675496688742,NA,13
1.6,1.04108808767227,1.00217427011054,1.02836792258473,0.043046357615894,NA,13
1.8,1.09788087294372,1.00119401347799,1.02306907161314,0.0198675496688742,NA,13
2,1.08673439310419,1.00169720890326,1.01577262201526,0.033112582781457,195,13
2.2,1.11781056050742,1.00267115428078,1.03352735739482,0.0132450331125828,NA,13
2.4,1.06861987281509,1.00140482813904,1.01048235175241,0.0298013245033113,NA,13
2.6,1.09185417908502,1.00306550895675,1.0418881394973,0.0165562913907285,NA,13
2.8,1.09968563656601,1.00210533659042,1.04598724479462,0.0165562913907285,NA,13
3,1.09465812504786,1.00266181511053,1.03412835720461,0.00993377483443709,NA,13
