"pscale","lambda_con","kappa_con","lambda_2_con","proportion","date_first","seed"
1,1.04665870497865,1.00292570210137,1.02959677540136,0.00662251655629139,NA,11
1.2,1.04409146007084,1.00366022640949,1.03098066427947,0,NA,11
1.4,1.06296949760943,1.00240587509766,1.02151132014157,0.0198675496688742,85,11
1.6,1.08613398411401,1.00199409141663,1.0146160098185,0.0033112582781457,NA,11
1.8,1.06029803152991,1.00187149957085,1.01253081237142,0.00662251655629139,NA,11
2,1.06875367932207,1.00143056042669,1.01784166686791,0.0165562913907285,NA,11
2.2,1.09314904105179,1.00291986695079,1.04589468875929,0.00662251655629139,NA,11
2.4,1.06990983520817,1.00136330089727,1.01491804520514,0.0198675496688742,NA,11
2.6,1.05717121036289,1.0019526443541,1.05568232285013,0.00993377483443709,NA,11
2.8,1.05982554172031,1.00250213474273,1.03771490236406,0.0165562913907285,NA,11
3,1.07616887370294,1.00143426624483,1.01734688575602,0.00993377483443709,NA,11
